Provinsi,Bahan Baku,Kelompok Kayu Bulat,Jenis Kayu Olahan,Produk Ekspor,Volume(m3)
Jambi,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,10038.44
Papua,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,12958.75
Lampung,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,1561.61
Bali,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,508.68
Lampung,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,1573.56
Kalimantan Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Chipwood,32831.88
Bali,Kayu Alam,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Chipwood,16.97
Jawa Timur,Kayu Alam,Hutan Tanaman Industri,Moulding,Chipwood,412.83
Sumatera Selatan,Kayu Alam,Jenis Kayu Lainnya,Chipwood,Chipwood,856062.33
Kalimantan Selatan,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Chipwood,0.0
Kepulauan Riau,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Chipwood,0.0
Jawa Tengah,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Chipwood,50581.32
Papua,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Chipwood,0.0
Jawa Timur,Kayu Alam,Jenis Kayu Lainnya,Particle Board,Chipwood,239.23
Papua Barat,Kayu Alam,Kayu Eboni,Chipwood,Chipwood,0.0
Papua Barat,Kayu Alam,Kayu Eboni,Chipwood,Chipwood,6595.33
Riau,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Chipwood,0.0
Bali,Kayu Alam,Kayu Eboni,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Chipwood,56.11
Bali,Kayu Alam,Kayu Indah,Bare Core,Chipwood,38.85
Daerah Istimewa Yogyakarta,Kayu Alam,Kayu Indah,Bare Core,Chipwood,540.15
Jawa Timur,Kayu Alam,Kayu Indah,Bare Core,Chipwood,5522.23
Kalimantan Timur,Kayu Alam,Kayu Indah,Blockboard,Chipwood,144.4
Jambi,Kayu Alam,Kayu Indah,Chipwood,Chipwood,323792.8
Lampung,Kayu Alam,Kayu Indah,Chipwood,Chipwood,11133.56
Sulawesi Selatan,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,292.51
Sumatera Barat,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,78.47
Sumatera Selatan,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,4771.21
Gorontalo,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,95.88
Papua Barat,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,7414.85
Kalimantan Barat,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,1241.61
Jambi,Kayu Alam,Kayu Indah,Kayu Gergajian,Chipwood,2883.05
Kalimantan Selatan,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Chipwood,0.0
Sumatera Utara,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Chipwood,3512.25
Jawa Tengah,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Chipwood,89145.01
Gorontalo,Kayu Alam,Kayu Indah,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Chipwood,90.87
Riau,Kayu Alam,Kayu Indah,Wood Pellet,Chipwood,1292.97
Jawa Timur,Kayu Alam,Kelompok Meranti,Blockboard,Chipwood,9984.48
Jambi,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,236.57
Sumatera Utara,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,0.0
Kalimantan Barat,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,19.48
Aceh,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,444.9
Sulawesi Selatan,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,234.24
Kalimantan Tengah,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,8030.79
Sumatera Selatan,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,1242.06
Kepulauan Riau,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,136.17
Bali,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Chipwood,443.33
Banten,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,14087.23
Jawa Timur,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,95558.72
Lampung,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,1929.48
Jawa Tengah,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,81524.67
Bengkulu,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Chipwood,56.04
Jawa Tengah,Kayu Alam,Rimba Campuran,Blockboard,Chipwood,0.0
Bali,Kayu Alam,Rimba Campuran,Blockboard,Chipwood,90.02
Jawa Tengah,Kayu Alam,Rimba Campuran,Blockboard,Chipwood,6239.62
Kalimantan Timur,Kayu Alam,Rimba Campuran,Blockboard,Chipwood,103.36
Lampung,Kayu Alam,Rimba Campuran,Chipwood,Chipwood,8410.36
Jambi,Kayu Alam,Rimba Campuran,Chipwood,Chipwood,0.0
Riau,Kayu Alam,Rimba Campuran,Chipwood,Chipwood,1936265.41
Kalimantan Barat,Kayu Alam,Rimba Campuran,Finger Joint Board,Chipwood,0.0
Sumatera Utara,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,0.0
Jambi,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,0.0
Sumatera Utara,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,18688.23
Jawa Barat,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,3133.6
Daerah Istimewa Yogyakarta,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,226.82
Kalimantan Timur,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,6402.71
Sulawesi Tenggara,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,1317.54
Sulawesi Selatan,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,1384.09
Bengkulu,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,780.02
Jawa Tengah,Kayu Alam,Rimba Campuran,Kayu Gergajian,Chipwood,55612.56
Maluku,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,489.5
Bengkulu,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,69.13
Kalimantan Timur,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,26436.76
Bali,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,792.67
Jawa Barat,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Chipwood,4663.64
Jawa Timur,Kayu Alam,Rimba Campuran,Particle Board,Chipwood,0.0
Jawa Barat,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Finger Joint Board,4129.71
Jambi,Kayu Alam,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,0.0
Jawa Timur,Kayu Alam,Hutan Tanaman Industri,Bare Core,Furnitur Kayu,6423.0
Jambi,Kayu Alam,Hutan Tanaman Industri,Blockboard,Furnitur Kayu,0.0
Jawa Tengah,Kayu Alam,Hutan Tanaman Industri,Blockboard,Furnitur Kayu,14184.05
Papua Barat,Kayu Alam,Hutan Tanaman Industri,Chipwood,Furnitur Kayu,1798.4
Maluku,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,111.81
Sulawesi Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,55.12
Sulawesi Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Jambi,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Kalimantan Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Kalimantan Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Aceh,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,1113.43
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,4704.9
Jambi,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,3929.69
Riau,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,6635.55
Jambi,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,3972.6
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,7450.63
Kalimantan Tengah,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,9903.56
Kepulauan Riau,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,224.99
Maluku,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,567.5
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,9587.17
Aceh,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,155.55
Kepulauan Riau,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,0.0
Banten,Kayu Alam,Hutan Tanaman Industri,Kayu Gergajian,Furnitur Kayu,2332.55
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Jawa Barat,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,5081.81
Jawa Barat,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,4070.31
Kalimantan Tengah,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,5241.6
Jambi,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,9554.89
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,1583.63
Maluku,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,508.97
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,1292.64
Papua,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,16329.0
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Lapis dan LVL,Furnitur Kayu,1929.96
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,0.0
Gorontalo,Kayu Alam,Hutan Tanaman Industri,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,0.0
Bali,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,954.15
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,3386.19
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,1880.76
Papua Barat,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,176.84
Papua,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5612.55
Sumatera Utara,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,1682.13
Aceh,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,466.62
Banten,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,246.94
Jawa Barat,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,6475.05
Maluku,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,648.32
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2914.01
Jambi,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5242.65
Kalimantan Barat,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Jawa Tengah,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,41388.97
Kalimantan Tengah,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2124.16
Jawa Timur,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,47038.71
Papua Barat,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,545.48
Bali,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,35.93
Daerah Istimewa Yogyakarta,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,152.38
Maluku,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,145.7
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5073.78
Kalimantan Selatan,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,2524.55
Sumatera Selatan,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5267.72
Maluku,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,629.89
Sulawesi Selatan,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,0.0
Papua Barat,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,586.97
Kalimantan Timur,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,4338.9
Jawa Tengah,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,29320.88
Riau,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,1141.88
Jambi,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,5359.04
Maluku,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,843.36
Jambi,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,4418.07
Maluku,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,138.87
Jambi,Kayu Alam,Hutan Tanaman Industri,Veneer,Furnitur Kayu,6227.43
Riau,Kayu Alam,Hutan Tanaman Industri,Wood Pellet,Furnitur Kayu,0.0
Jawa Barat,Kayu Alam,Jenis Kayu Lainnya,Bare Core,Furnitur Kayu,198.99
Jawa Timur,Kayu Alam,Jenis Kayu Lainnya,Chipwood,Furnitur Kayu,0.0
Riau,Kayu Alam,Jenis Kayu Lainnya,Chipwood,Furnitur Kayu,1664083.27
Jawa Tengah,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,41428.45
Maluku Utara,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,534.84
Kalimantan Barat,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,1912.07
Bali,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,57.86
Papua,Kayu Alam,Jenis Kayu Lainnya,Kayu Gergajian,Furnitur Kayu,9612.11
Kalimantan Barat,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Nusa Tenggara Barat,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,255.17
Nusa Tenggara Barat,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Timur,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,25383.49
Riau,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,2863.36
Bali,Kayu Alam,Jenis Kayu Lainnya,Kayu Lapis dan LVL,Furnitur Kayu,116.27
Aceh,Kayu Alam,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,183.44
Kalimantan Timur,Kayu Alam,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,1455.91
Aceh,Kayu Alam,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,482.32
Jawa Tengah,Kayu Alam,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,43343.41
Kalimantan Timur,Kayu Alam,Jenis Kayu Lainnya,Veneer,Furnitur Kayu,4546.78
Sulawesi Selatan,Kayu Alam,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,0.0
Lampung,Kayu Alam,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,5847.81
Sumatera Selatan,Kayu Alam,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,1586.37
Kalimantan Tengah,Kayu Alam,Kayu Eboni,Kayu Gergajian,Furnitur Kayu,5909.47
Jawa Barat,Kayu Alam,Kayu Eboni,Kayu Lapis dan LVL,Furnitur Kayu,5338.63
Sulawesi Selatan,Kayu Alam,Kayu Eboni,Veneer,Furnitur Kayu,0.0
Aceh,Kayu Alam,Kayu Eboni,Veneer,Furnitur Kayu,503.39
Sulawesi Selatan,Kayu Alam,Kayu Eboni,Veneer,Furnitur Kayu,5331.48
Lampung,Kayu Alam,Kayu Eboni,Veneer,Furnitur Kayu,0.0
Jawa Barat,Kayu Alam,Kayu Eboni,Veneer,Furnitur Kayu,4489.08
Bali,Kayu Alam,Kayu Indah,Bare Core,Furnitur Kayu,0.0
Bali,Kayu Alam,Kayu Indah,Bare Core,Furnitur Kayu,42.23
Jawa Barat,Kayu Alam,Kayu Indah,Bare Core,Furnitur Kayu,0.0
Jawa Timur,Kayu Alam,Kayu Indah,Blockboard,Furnitur Kayu,9944.63
Sumatera Utara,Kayu Alam,Kayu Indah,Chipwood,Furnitur Kayu,0.0
Kalimantan Tengah,Kayu Alam,Kayu Indah,Chipwood,Furnitur Kayu,80287.16
Kalimantan Tengah,Kayu Alam,Kayu Indah,Chipwood,Furnitur Kayu,60719.57
Sumatera Utara,Kayu Alam,Kayu Indah,Chipwood,Furnitur Kayu,116873.21
Kalimantan Tengah,Kayu Alam,Kayu Indah,Chipwood,Furnitur Kayu,62230.05
Jambi,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,0.0
Maluku,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,794.29
Sumatera Barat,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,38.02
Maluku Utara,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,571.5
Banten,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,841.01
Maluku Utara,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,293.27
Kepulauan Riau,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,92.5
Sulawesi Tengah,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,1219.66
Lampung,Kayu Alam,Kayu Indah,Kayu Gergajian,Furnitur Kayu,5323.31
Kalimantan Utara,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Maluku,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Tengah,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,6818.84
Jawa Barat,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,5625.45
Sumatera Utara,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,5112.26
Nusa Tenggara Barat,Kayu Alam,Kayu Indah,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Sumatera Selatan,Kayu Alam,Kayu Indah,Kayu Olahan Lainnya Berbahan Baku Kayu Bulat,Furnitur Kayu,204.1
Jawa Timur,Kayu Alam,Kayu Indah,Moulding,Furnitur Kayu,347.73
Lampung,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,0.0
Kalimantan Timur,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,3366.56
Papua,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,6213.11
Sulawesi Selatan,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,7892.5
Jawa Barat,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,652.75
Daerah Istimewa Yogyakarta,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,0.0
Kalimantan Utara,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,0.0
Kalimantan Timur,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,3359.53
Bali,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,390.1
Jawa Timur,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,63415.09
Sumatera Utara,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,2629.77
Sumatera Selatan,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,5649.24
Banten,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,307.3
Sumatera Utara,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,1328.3
Jawa Timur,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,0.0
Papua Barat,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,0.0
Sulawesi Selatan,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,4162.09
Kalimantan Utara,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,388.69
Bali,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,352.83
Papua Barat,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,1064.36
Banten,Kayu Alam,Kayu Indah,Veneer,Furnitur Kayu,242.55
Jawa Timur,Kayu Alam,Kelompok Meranti,Blockboard,Furnitur Kayu,0.0
Jawa Barat,Kayu Alam,Kelompok Meranti,Blockboard,Furnitur Kayu,1511.56
DKI Jakarta,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,11.87
Sulawesi Tengah,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,1471.02
Aceh,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,89.26
Daerah Istimewa Yogyakarta,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,317.37
Jawa Barat,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,2259.11
Bengkulu,Kayu Alam,Kelompok Meranti,Kayu Gergajian,Furnitur Kayu,1205.43
Jambi,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Jawa Tengah,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,83022.9
Kalimantan Tengah,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,7350.75
Kalimantan Selatan,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,41061.59
Banten,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,16454.08
Sulawesi Tengah,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Kalimantan Barat,Kayu Alam,Kelompok Meranti,Kayu Lapis dan LVL,Furnitur Kayu,18641.58
Kalimantan Utara,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,281.47
Jawa Barat,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,0.0
Kalimantan Tengah,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,0.0
Papua Barat,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,502.32
Sulawesi Selatan,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,4432.18
Jawa Timur,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,58290.38
Lampung,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,3013.48
Sulawesi Tengah,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,86.77
Maluku,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,98.32
Maluku,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,390.32
Bali,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,0.0
Jambi,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,3767.02
Lampung,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,1963.6
Kalimantan Barat,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,1127.51
Jambi,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,5736.59
Jambi,Kayu Alam,Kelompok Meranti,Veneer,Furnitur Kayu,7366.03
Daerah Istimewa Yogyakarta,Kayu Alam,Rimba Campuran,Bare Core,Furnitur Kayu,317.64
Kalimantan Barat,Kayu Alam,Rimba Campuran,Bare Core,Furnitur Kayu,302.56
Riau,Kayu Alam,Rimba Campuran,Blockboard,Furnitur Kayu,0.0
Daerah Istimewa Yogyakarta,Kayu Alam,Rimba Campuran,Blockboard,Furnitur Kayu,126.03
Kalimantan Barat,Kayu Alam,Rimba Campuran,Blockboard,Furnitur Kayu,64.04
Jawa Timur,Kayu Alam,Rimba Campuran,Chipwood,Furnitur Kayu,0.0
Jambi,Kayu Alam,Rimba Campuran,Chipwood,Furnitur Kayu,259564.31
Sumatera Selatan,Kayu Alam,Rimba Campuran,Chipwood,Furnitur Kayu,592542.03
Sulawesi Selatan,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,0.0
Jawa Timur,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,62529.84
Papua,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,14217.26
Daerah Istimewa Yogyakarta,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,162.48
Sulawesi Tengah,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,1632.81
Sumatera Utara,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,19583.18
Lampung,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,5647.28
Sumatera Selatan,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,1373.8
Jambi,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,2228.91
Kalimantan Utara,Kayu Alam,Rimba Campuran,Kayu Gergajian,Furnitur Kayu,2636.18
Kalimantan Selatan,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,18544.18
Jawa Timur,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,0.0
Papua,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,11238.77
Jawa Timur,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,98061.37
Sumatera Utara,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,5328.56
Kalimantan Timur,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,22273.52
Sulawesi Selatan,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,8123.27
Papua,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,19804.08
Jambi,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,7506.86
Kalimantan Timur,Kayu Alam,Rimba Campuran,Kayu Lapis dan LVL,Furnitur Kayu,41446.29
