tahun,bulan,provinsi,jenis,value
2023,Mei,Riau,Kayu Perkebunan,0
2023,Mei,Sulawesi Barat,Kayu Perkebunan,0
2023,Mei,Sulawesi Selatan,Kayu Perkebunan,0
2023,Mei,Sulawesi Tengah,Kayu Perkebunan,0
2023,Mei,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Mei,Sumatera Barat,Kayu Perkebunan,0
2023,Mei,Sumatera Selatan,Kayu Perkebunan,0
2023,Mei,Sumatera Utara,Kayu Perkebunan,0
2023,Juni,Aceh,Kayu Perkebunan,0
2023,Juni,Bali,Kayu Perkebunan,0
2023,Juni,Banten,Kayu Perkebunan,0
2023,Juni,Bengkulu,Kayu Perkebunan,0
2023,Juni,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,Juni,Gorontalo,Kayu Perkebunan,0
2023,Juni,Impor Bahan Baku,Kayu Perkebunan,0
2023,Juni,Jambi,Kayu Perkebunan,0
2023,Juni,Jawa Barat,Kayu Perkebunan,0
2023,Juni,Jawa Tengah,Kayu Perkebunan,0
2023,Juni,Jawa Timur,Kayu Perkebunan,0
2023,Juni,Kalimantan Barat,Kayu Perkebunan,0
2023,Juni,Kalimantan Selatan,Kayu Perkebunan,0
2023,Juni,Kalimantan Tengah,Kayu Perkebunan,0
2023,Juni,Kalimantan Timur,Kayu Perkebunan,0
2023,Juni,Kalimantan Utara,Kayu Perkebunan,0
2023,Juni,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,Juni,Lampung,Kayu Perkebunan,0
2023,Juni,Maluku,Kayu Perkebunan,0
2023,Juni,Maluku Utara,Kayu Perkebunan,0
2023,Juni,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,Juni,Papua,Kayu Perkebunan,0
2023,Juni,Papua Barat,Kayu Perkebunan,0
2023,Juni,Riau,Kayu Perkebunan,0
2023,Juni,Sulawesi Barat,Kayu Perkebunan,0
2023,Juni,Sulawesi Selatan,Kayu Perkebunan,0
2023,Juni,Sulawesi Tengah,Kayu Perkebunan,0
2023,Juni,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Juni,Sumatera Barat,Kayu Perkebunan,0
2023,Juni,Sumatera Selatan,Kayu Perkebunan,0
2023,Juni,Sumatera Utara,Kayu Perkebunan,0
2023,Juli,Aceh,Kayu Perkebunan,0
2023,Juli,Bali,Kayu Perkebunan,0
2023,Juli,Banten,Kayu Perkebunan,0
2023,Juli,Bengkulu,Kayu Perkebunan,0
2023,Juli,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,Juli,Gorontalo,Kayu Perkebunan,0
2023,Juli,Impor Bahan Baku,Kayu Perkebunan,0
2023,Juli,Jambi,Kayu Perkebunan,0
2023,Juli,Jawa Barat,Kayu Perkebunan,0
2023,Juli,Jawa Tengah,Kayu Perkebunan,0
2023,Juli,Jawa Timur,Kayu Perkebunan,0
2023,Juli,Kalimantan Barat,Kayu Perkebunan,0
2023,Juli,Kalimantan Selatan,Kayu Perkebunan,0
2023,Juli,Kalimantan Tengah,Kayu Perkebunan,0
2023,Juli,Kalimantan Timur,Kayu Perkebunan,0
2023,Juli,Kalimantan Utara,Kayu Perkebunan,0
2023,Juli,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,Juli,Lampung,Kayu Perkebunan,0
2023,Juli,Maluku,Kayu Perkebunan,0
2023,Juli,Maluku Utara,Kayu Perkebunan,0
2023,Juli,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,Juli,Papua,Kayu Perkebunan,0
2023,Juli,Papua Barat,Kayu Perkebunan,0
2023,Juli,Riau,Kayu Perkebunan,0
2023,Juli,Sulawesi Barat,Kayu Perkebunan,0
2023,Juli,Sulawesi Selatan,Kayu Perkebunan,0
2023,Juli,Sulawesi Tengah,Kayu Perkebunan,0
2023,Juli,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Juli,Sumatera Barat,Kayu Perkebunan,0
2023,Juli,Sumatera Selatan,Kayu Perkebunan,0
2023,Juli,Sumatera Utara,Kayu Perkebunan,0
2023,Agustus,Aceh,Kayu Perkebunan,0
2023,Agustus,Bali,Kayu Perkebunan,0
2023,Agustus,Banten,Kayu Perkebunan,0
2023,Agustus,Bengkulu,Kayu Perkebunan,0
2023,Agustus,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,Agustus,Gorontalo,Kayu Perkebunan,0
2023,Agustus,Impor Bahan Baku,Kayu Perkebunan,0
2023,Agustus,Jambi,Kayu Perkebunan,0
2023,Agustus,Jawa Barat,Kayu Perkebunan,0
2023,Agustus,Jawa Tengah,Kayu Perkebunan,0
2023,Agustus,Jawa Timur,Kayu Perkebunan,0
2023,Agustus,Kalimantan Barat,Kayu Perkebunan,0
2023,Agustus,Kalimantan Selatan,Kayu Perkebunan,0
2023,Agustus,Kalimantan Tengah,Kayu Perkebunan,0
2023,Agustus,Kalimantan Timur,Kayu Perkebunan,0
2023,Agustus,Kalimantan Utara,Kayu Perkebunan,0
2023,Agustus,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,Agustus,Lampung,Kayu Perkebunan,0
2023,Agustus,Maluku,Kayu Perkebunan,0
2023,Agustus,Maluku Utara,Kayu Perkebunan,0
2023,Agustus,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,Agustus,Papua,Kayu Perkebunan,0
2023,Agustus,Papua Barat,Kayu Perkebunan,0
2023,Agustus,Riau,Kayu Perkebunan,0
2023,Agustus,Sulawesi Barat,Kayu Perkebunan,0
2023,Agustus,Sulawesi Selatan,Kayu Perkebunan,0
2023,Agustus,Sulawesi Tengah,Kayu Perkebunan,0
2023,Agustus,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Agustus,Sumatera Barat,Kayu Perkebunan,0
2023,Agustus,Sumatera Selatan,Kayu Perkebunan,0
2023,Agustus,Sumatera Utara,Kayu Perkebunan,0
2023,September,Aceh,Kayu Perkebunan,0
2023,September,Bali,Kayu Perkebunan,0
2023,September,Banten,Kayu Perkebunan,0
2023,September,Bengkulu,Kayu Perkebunan,0
2023,September,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,September,Gorontalo,Kayu Perkebunan,0
2023,September,Impor Bahan Baku,Kayu Perkebunan,0
2023,September,Jambi,Kayu Perkebunan,0
2023,September,Jawa Barat,Kayu Perkebunan,0
2023,September,Jawa Tengah,Kayu Perkebunan,0
2023,September,Jawa Timur,Kayu Perkebunan,0
2023,September,Kalimantan Barat,Kayu Perkebunan,0
2023,September,Kalimantan Selatan,Kayu Perkebunan,0
2023,September,Kalimantan Tengah,Kayu Perkebunan,0
2023,September,Kalimantan Timur,Kayu Perkebunan,0
2023,September,Kalimantan Utara,Kayu Perkebunan,0
2023,September,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,September,Lampung,Kayu Perkebunan,0
2023,September,Maluku,Kayu Perkebunan,0
2023,September,Maluku Utara,Kayu Perkebunan,0
2023,September,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,September,Papua,Kayu Perkebunan,0
2023,September,Papua Barat,Kayu Perkebunan,0
2023,September,Riau,Kayu Perkebunan,0
2023,September,Sulawesi Barat,Kayu Perkebunan,0
2023,September,Sulawesi Selatan,Kayu Perkebunan,0
2023,September,Sulawesi Tengah,Kayu Perkebunan,0
2023,September,Sulawesi Tenggara,Kayu Perkebunan,0
2023,September,Sumatera Barat,Kayu Perkebunan,0
2023,September,Sumatera Selatan,Kayu Perkebunan,0
2023,September,Sumatera Utara,Kayu Perkebunan,0
2023,Oktober,Aceh,Kayu Perkebunan,0
2023,Oktober,Bali,Kayu Perkebunan,0
2023,Oktober,Banten,Kayu Perkebunan,0
2023,Oktober,Bengkulu,Kayu Perkebunan,0
2023,Oktober,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,Oktober,Gorontalo,Kayu Perkebunan,0
2023,Oktober,Impor Bahan Baku,Kayu Perkebunan,0
2023,Oktober,Jambi,Kayu Perkebunan,0
2023,Oktober,Jawa Barat,Kayu Perkebunan,0
2023,Oktober,Jawa Tengah,Kayu Perkebunan,0
2023,Oktober,Jawa Timur,Kayu Perkebunan,0
2023,Oktober,Kalimantan Barat,Kayu Perkebunan,0
2023,Oktober,Kalimantan Selatan,Kayu Perkebunan,0
2023,Oktober,Kalimantan Tengah,Kayu Perkebunan,0
2023,Oktober,Kalimantan Timur,Kayu Perkebunan,0
2023,Oktober,Kalimantan Utara,Kayu Perkebunan,0
2023,Oktober,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,Oktober,Lampung,Kayu Perkebunan,0
2023,Oktober,Maluku,Kayu Perkebunan,0
2023,Oktober,Maluku Utara,Kayu Perkebunan,0
2023,Oktober,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,Oktober,Papua,Kayu Perkebunan,0
2023,Oktober,Papua Barat,Kayu Perkebunan,0
2023,Oktober,Riau,Kayu Perkebunan,0
2023,Oktober,Sulawesi Barat,Kayu Perkebunan,0
2023,Oktober,Sulawesi Selatan,Kayu Perkebunan,0
2023,Oktober,Sulawesi Tengah,Kayu Perkebunan,0
2023,Oktober,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Oktober,Sumatera Barat,Kayu Perkebunan,0
2023,Oktober,Sumatera Selatan,Kayu Perkebunan,0
2023,Oktober,Sumatera Utara,Kayu Perkebunan,0
2023,November,Aceh,Kayu Perkebunan,0
2023,November,Bali,Kayu Perkebunan,0
2023,November,Banten,Kayu Perkebunan,0
2023,November,Bengkulu,Kayu Perkebunan,0
2023,November,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,November,Gorontalo,Kayu Perkebunan,0
2023,November,Impor Bahan Baku,Kayu Perkebunan,0
2023,November,Jambi,Kayu Perkebunan,0
2023,November,Jawa Barat,Kayu Perkebunan,0
2023,November,Jawa Tengah,Kayu Perkebunan,0
2023,November,Jawa Timur,Kayu Perkebunan,0
2023,November,Kalimantan Barat,Kayu Perkebunan,0
2023,November,Kalimantan Selatan,Kayu Perkebunan,0
2023,November,Kalimantan Tengah,Kayu Perkebunan,0
2023,November,Kalimantan Timur,Kayu Perkebunan,0
2023,November,Kalimantan Utara,Kayu Perkebunan,0
2023,November,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,November,Lampung,Kayu Perkebunan,0
2023,November,Maluku,Kayu Perkebunan,0
2023,November,Maluku Utara,Kayu Perkebunan,0
2023,November,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,November,Papua,Kayu Perkebunan,0
2023,November,Papua Barat,Kayu Perkebunan,0
2023,November,Riau,Kayu Perkebunan,0
2023,November,Sulawesi Barat,Kayu Perkebunan,0
2023,November,Sulawesi Selatan,Kayu Perkebunan,0
2023,November,Sulawesi Tengah,Kayu Perkebunan,0
2023,November,Sulawesi Tenggara,Kayu Perkebunan,0
2023,November,Sumatera Barat,Kayu Perkebunan,0
2023,November,Sumatera Selatan,Kayu Perkebunan,0
2023,November,Sumatera Utara,Kayu Perkebunan,0
2023,Desember,Aceh,Kayu Perkebunan,0
2023,Desember,Bali,Kayu Perkebunan,0
2023,Desember,Banten,Kayu Perkebunan,0
2023,Desember,Bengkulu,Kayu Perkebunan,0
2023,Desember,Daerah Istimewa Yogyakarta,Kayu Perkebunan,0
2023,Desember,Gorontalo,Kayu Perkebunan,0
2023,Desember,Impor Bahan Baku,Kayu Perkebunan,0
2023,Desember,Jambi,Kayu Perkebunan,0
2023,Desember,Jawa Barat,Kayu Perkebunan,0
2023,Desember,Jawa Tengah,Kayu Perkebunan,0
2023,Desember,Jawa Timur,Kayu Perkebunan,0
2023,Desember,Kalimantan Barat,Kayu Perkebunan,0
2023,Desember,Kalimantan Selatan,Kayu Perkebunan,0
2023,Desember,Kalimantan Tengah,Kayu Perkebunan,0
2023,Desember,Kalimantan Timur,Kayu Perkebunan,0
2023,Desember,Kalimantan Utara,Kayu Perkebunan,0
2023,Desember,Kepulauan Bangka-Belitung,Kayu Perkebunan,0
2023,Desember,Lampung,Kayu Perkebunan,0
2023,Desember,Maluku,Kayu Perkebunan,0
2023,Desember,Maluku Utara,Kayu Perkebunan,0
2023,Desember,Nusa Tenggara Barat,Kayu Perkebunan,0
2023,Desember,Papua,Kayu Perkebunan,0
2023,Desember,Papua Barat,Kayu Perkebunan,0
2023,Desember,Riau,Kayu Perkebunan,0
2023,Desember,Sulawesi Barat,Kayu Perkebunan,0
2023,Desember,Sulawesi Selatan,Kayu Perkebunan,0
2023,Desember,Sulawesi Tengah,Kayu Perkebunan,0
2023,Desember,Sulawesi Tenggara,Kayu Perkebunan,0
2023,Desember,Sumatera Barat,Kayu Perkebunan,0
2023,Desember,Sumatera Selatan,Kayu Perkebunan,0
2023,Desember,Sumatera Utara,Kayu Perkebunan,0
2023,Januari,Aceh,Kayu Tanaman,6140.82
2023,Januari,Bali,Kayu Tanaman,2552.62
2023,Januari,Banten,Kayu Tanaman,5363.76
2023,Januari,Bengkulu,Kayu Tanaman,60.8
2023,Januari,Daerah Istimewa Yogyakarta,Kayu Tanaman,7312.63
2023,Januari,Gorontalo,Kayu Tanaman,0
2023,Januari,Impor Bahan Baku,Kayu Tanaman,15.96
2023,Januari,Jambi,Kayu Tanaman,503804.89
2023,Januari,Jawa Barat,Kayu Tanaman,32251.56
2023,Januari,Jawa Tengah,Kayu Tanaman,152860.76
2023,Januari,Jawa Timur,Kayu Tanaman,214827.74
2023,Januari,Kalimantan Barat,Kayu Tanaman,72936.35
2023,Januari,Kalimantan Selatan,Kayu Tanaman,1861.92
2023,Januari,Kalimantan Tengah,Kayu Tanaman,121165.06
2023,Januari,Kalimantan Timur,Kayu Tanaman,264686.67
2023,Januari,Kalimantan Utara,Kayu Tanaman,58956.86
2023,Januari,Kepulauan Bangka-Belitung,Kayu Tanaman,35.1
2023,Januari,Lampung,Kayu Tanaman,11055.56
2023,Januari,Maluku,Kayu Tanaman,0
2023,Januari,Maluku Utara,Kayu Tanaman,0
2023,Januari,Nusa Tenggara Barat,Kayu Tanaman,29.03
2023,Januari,Papua,Kayu Tanaman,125.63
2023,Januari,Papua Barat,Kayu Tanaman,0
2023,Januari,Riau,Kayu Tanaman,1839827.27
2023,Januari,Sulawesi Barat,Kayu Tanaman,10
2023,Januari,Sulawesi Selatan,Kayu Tanaman,97.27
2023,Januari,Sulawesi Tengah,Kayu Tanaman,101.56
2023,Januari,Sulawesi Tenggara,Kayu Tanaman,537.56
2023,Januari,Sumatera Barat,Kayu Tanaman,2601
2023,Januari,Sumatera Selatan,Kayu Tanaman,857879.74
2023,Januari,Sumatera Utara,Kayu Tanaman,169490.13
2023,Februari,Aceh,Kayu Tanaman,8947.29
2023,Februari,Bali,Kayu Tanaman,2959.61
2023,Februari,Banten,Kayu Tanaman,5043.42
2023,Februari,Bengkulu,Kayu Tanaman,30.8
2023,Februari,Daerah Istimewa Yogyakarta,Kayu Tanaman,6350.47
2023,Februari,Gorontalo,Kayu Tanaman,0
2023,Februari,Impor Bahan Baku,Kayu Tanaman,140.67
2023,Februari,Jambi,Kayu Tanaman,501961.8
2023,Februari,Jawa Barat,Kayu Tanaman,27283.04
2023,Februari,Jawa Tengah,Kayu Tanaman,129978.64
2023,Februari,Jawa Timur,Kayu Tanaman,184822.04
2023,Februari,Kalimantan Barat,Kayu Tanaman,63283.94
2023,Februari,Kalimantan Selatan,Kayu Tanaman,2566.72
2023,Februari,Kalimantan Tengah,Kayu Tanaman,116751.05
2023,Februari,Kalimantan Timur,Kayu Tanaman,239122.09
2023,Februari,Kalimantan Utara,Kayu Tanaman,37693.4
2023,Februari,Kepulauan Bangka-Belitung,Kayu Tanaman,137.34
2023,Februari,Lampung,Kayu Tanaman,8359.82
2023,Februari,Maluku,Kayu Tanaman,56.41
2023,Februari,Maluku Utara,Kayu Tanaman,0
2023,Februari,Nusa Tenggara Barat,Kayu Tanaman,28.98
2023,Februari,Papua,Kayu Tanaman,0
2023,Februari,Papua Barat,Kayu Tanaman,0
2023,Februari,Riau,Kayu Tanaman,2080009.33
2023,Februari,Sulawesi Barat,Kayu Tanaman,16
2023,Februari,Sulawesi Selatan,Kayu Tanaman,0
2023,Februari,Sulawesi Tengah,Kayu Tanaman,104.21
2023,Februari,Sulawesi Tenggara,Kayu Tanaman,239.22
2023,Februari,Sumatera Barat,Kayu Tanaman,3474.01
2023,Februari,Sumatera Selatan,Kayu Tanaman,909411.95
2023,Februari,Sumatera Utara,Kayu Tanaman,209563.31
2023,Maret,Aceh,Kayu Tanaman,4303.66
2023,Maret,Bali,Kayu Tanaman,1189.2
2023,Maret,Banten,Kayu Tanaman,3403.01
2023,Maret,Bengkulu,Kayu Tanaman,0
2023,Maret,Daerah Istimewa Yogyakarta,Kayu Tanaman,7423.28
2023,Maret,Gorontalo,Kayu Tanaman,0
2023,Maret,Impor Bahan Baku,Kayu Tanaman,42.86
2023,Maret,Jambi,Kayu Tanaman,523835.08
2023,Maret,Jawa Barat,Kayu Tanaman,30979.8
2023,Maret,Jawa Tengah,Kayu Tanaman,124586.17
2023,Maret,Jawa Timur,Kayu Tanaman,193651.19
2023,Maret,Kalimantan Barat,Kayu Tanaman,91851.39
2023,Maret,Kalimantan Selatan,Kayu Tanaman,2171.84
2023,Maret,Kalimantan Tengah,Kayu Tanaman,146113.17
2023,Maret,Kalimantan Timur,Kayu Tanaman,363174.54
2023,Maret,Kalimantan Utara,Kayu Tanaman,58432.39
2023,Maret,Kepulauan Bangka-Belitung,Kayu Tanaman,2113.17
2023,Maret,Lampung,Kayu Tanaman,7266.11
2023,Maret,Maluku,Kayu Tanaman,0
2023,Maret,Maluku Utara,Kayu Tanaman,0
2023,Maret,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Maret,Papua,Kayu Tanaman,0
2023,Maret,Papua Barat,Kayu Tanaman,0
2023,Maret,Riau,Kayu Tanaman,2494568.68
2023,Maret,Sulawesi Barat,Kayu Tanaman,56
2023,Maret,Sulawesi Selatan,Kayu Tanaman,36.37
2023,Maret,Sulawesi Tengah,Kayu Tanaman,88
2023,Maret,Sulawesi Tenggara,Kayu Tanaman,185.08
2023,Maret,Sumatera Barat,Kayu Tanaman,1714.58
2023,Maret,Sumatera Selatan,Kayu Tanaman,965935.71
2023,Maret,Sumatera Utara,Kayu Tanaman,248279.38
2023,April,Aceh,Kayu Tanaman,5990.64
2023,April,Bali,Kayu Tanaman,1143.37
2023,April,Banten,Kayu Tanaman,1305.24
2023,April,Bengkulu,Kayu Tanaman,89.64
2023,April,Daerah Istimewa Yogyakarta,Kayu Tanaman,3629.87
2023,April,Gorontalo,Kayu Tanaman,0
2023,April,Impor Bahan Baku,Kayu Tanaman,26.12
2023,April,Jambi,Kayu Tanaman,380501.65
2023,April,Jawa Barat,Kayu Tanaman,17930.9
2023,April,Jawa Tengah,Kayu Tanaman,78748.29
2023,April,Jawa Timur,Kayu Tanaman,98212.63
2023,April,Kalimantan Barat,Kayu Tanaman,113009.5
2023,April,Kalimantan Selatan,Kayu Tanaman,883.76
2023,April,Kalimantan Tengah,Kayu Tanaman,142490.93
2023,April,Kalimantan Timur,Kayu Tanaman,335281.5
2023,April,Kalimantan Utara,Kayu Tanaman,73861.04
2023,April,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,April,Lampung,Kayu Tanaman,4186.79
2023,April,Maluku,Kayu Tanaman,44.79
2023,April,Maluku Utara,Kayu Tanaman,0
2023,April,Nusa Tenggara Barat,Kayu Tanaman,0
2023,April,Papua,Kayu Tanaman,0
2023,April,Papua Barat,Kayu Tanaman,0
2023,April,Riau,Kayu Tanaman,1681075.42
2023,April,Sulawesi Barat,Kayu Tanaman,0
2023,April,Sulawesi Selatan,Kayu Tanaman,0
2023,April,Sulawesi Tengah,Kayu Tanaman,76.05
2023,April,Sulawesi Tenggara,Kayu Tanaman,159.94
2023,April,Sumatera Barat,Kayu Tanaman,1689.49
2023,April,Sumatera Selatan,Kayu Tanaman,690435.82
2023,April,Sumatera Utara,Kayu Tanaman,197308.85
2023,Mei,Aceh,Kayu Tanaman,0
2023,Mei,Bali,Kayu Tanaman,0
2023,Mei,Banten,Kayu Tanaman,0
2023,Mei,Bengkulu,Kayu Tanaman,0
2023,Mei,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,Mei,Gorontalo,Kayu Tanaman,0
2023,Mei,Impor Bahan Baku,Kayu Tanaman,0
2023,Mei,Jambi,Kayu Tanaman,0
2023,Mei,Jawa Barat,Kayu Tanaman,0
2023,Mei,Jawa Tengah,Kayu Tanaman,0
2023,Mei,Jawa Timur,Kayu Tanaman,0
2023,Mei,Kalimantan Barat,Kayu Tanaman,0
2023,Mei,Kalimantan Selatan,Kayu Tanaman,0
2023,Mei,Kalimantan Tengah,Kayu Tanaman,0
2023,Mei,Kalimantan Timur,Kayu Tanaman,0
2023,Mei,Kalimantan Utara,Kayu Tanaman,0
2023,Mei,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,Mei,Lampung,Kayu Tanaman,0
2023,Mei,Maluku,Kayu Tanaman,0
2023,Mei,Maluku Utara,Kayu Tanaman,0
2023,Mei,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Mei,Papua,Kayu Tanaman,0
2023,Mei,Papua Barat,Kayu Tanaman,0
2023,Mei,Riau,Kayu Tanaman,0
2023,Mei,Sulawesi Barat,Kayu Tanaman,0
2023,Mei,Sulawesi Selatan,Kayu Tanaman,0
2023,Mei,Sulawesi Tengah,Kayu Tanaman,0
2023,Mei,Sulawesi Tenggara,Kayu Tanaman,0
2023,Mei,Sumatera Barat,Kayu Tanaman,0
2023,Mei,Sumatera Selatan,Kayu Tanaman,0
2023,Mei,Sumatera Utara,Kayu Tanaman,0
2023,Juni,Aceh,Kayu Tanaman,0
2023,Juni,Bali,Kayu Tanaman,0
2023,Juni,Banten,Kayu Tanaman,0
2023,Juni,Bengkulu,Kayu Tanaman,0
2023,Juni,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,Juni,Gorontalo,Kayu Tanaman,0
2023,Juni,Impor Bahan Baku,Kayu Tanaman,0
2023,Juni,Jambi,Kayu Tanaman,0
2023,Juni,Jawa Barat,Kayu Tanaman,0
2023,Juni,Jawa Tengah,Kayu Tanaman,0
2023,Juni,Jawa Timur,Kayu Tanaman,0
2023,Juni,Kalimantan Barat,Kayu Tanaman,0
2023,Juni,Kalimantan Selatan,Kayu Tanaman,0
2023,Juni,Kalimantan Tengah,Kayu Tanaman,0
2023,Juni,Kalimantan Timur,Kayu Tanaman,0
2023,Juni,Kalimantan Utara,Kayu Tanaman,0
2023,Juni,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,Juni,Lampung,Kayu Tanaman,0
2023,Juni,Maluku,Kayu Tanaman,0
2023,Juni,Maluku Utara,Kayu Tanaman,0
2023,Juni,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Juni,Papua,Kayu Tanaman,0
2023,Juni,Papua Barat,Kayu Tanaman,0
2023,Juni,Riau,Kayu Tanaman,0
2023,Juni,Sulawesi Barat,Kayu Tanaman,0
2023,Juni,Sulawesi Selatan,Kayu Tanaman,0
2023,Juni,Sulawesi Tengah,Kayu Tanaman,0
2023,Juni,Sulawesi Tenggara,Kayu Tanaman,0
2023,Juni,Sumatera Barat,Kayu Tanaman,0
2023,Juni,Sumatera Selatan,Kayu Tanaman,0
2023,Juni,Sumatera Utara,Kayu Tanaman,0
2023,Juli,Aceh,Kayu Tanaman,0
2023,Juli,Bali,Kayu Tanaman,0
2023,Juli,Banten,Kayu Tanaman,0
2023,Juli,Bengkulu,Kayu Tanaman,0
2023,Juli,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,Juli,Gorontalo,Kayu Tanaman,0
2023,Juli,Impor Bahan Baku,Kayu Tanaman,0
2023,Juli,Jambi,Kayu Tanaman,0
2023,Juli,Jawa Barat,Kayu Tanaman,0
2023,Juli,Jawa Tengah,Kayu Tanaman,0
2023,Juli,Jawa Timur,Kayu Tanaman,0
2023,Juli,Kalimantan Barat,Kayu Tanaman,0
2023,Juli,Kalimantan Selatan,Kayu Tanaman,0
2023,Juli,Kalimantan Tengah,Kayu Tanaman,0
2023,Juli,Kalimantan Timur,Kayu Tanaman,0
2023,Juli,Kalimantan Utara,Kayu Tanaman,0
2023,Juli,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,Juli,Lampung,Kayu Tanaman,0
2023,Juli,Maluku,Kayu Tanaman,0
2023,Juli,Maluku Utara,Kayu Tanaman,0
2023,Juli,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Juli,Papua,Kayu Tanaman,0
2023,Juli,Papua Barat,Kayu Tanaman,0
2023,Juli,Riau,Kayu Tanaman,0
2023,Juli,Sulawesi Barat,Kayu Tanaman,0
2023,Juli,Sulawesi Selatan,Kayu Tanaman,0
2023,Juli,Sulawesi Tengah,Kayu Tanaman,0
2023,Juli,Sulawesi Tenggara,Kayu Tanaman,0
2023,Juli,Sumatera Barat,Kayu Tanaman,0
2023,Juli,Sumatera Selatan,Kayu Tanaman,0
2023,Juli,Sumatera Utara,Kayu Tanaman,0
2023,Agustus,Aceh,Kayu Tanaman,0
2023,Agustus,Bali,Kayu Tanaman,0
2023,Agustus,Banten,Kayu Tanaman,0
2023,Agustus,Bengkulu,Kayu Tanaman,0
2023,Agustus,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,Agustus,Gorontalo,Kayu Tanaman,0
2023,Agustus,Impor Bahan Baku,Kayu Tanaman,0
2023,Agustus,Jambi,Kayu Tanaman,0
2023,Agustus,Jawa Barat,Kayu Tanaman,0
2023,Agustus,Jawa Tengah,Kayu Tanaman,0
2023,Agustus,Jawa Timur,Kayu Tanaman,0
2023,Agustus,Kalimantan Barat,Kayu Tanaman,0
2023,Agustus,Kalimantan Selatan,Kayu Tanaman,0
2023,Agustus,Kalimantan Tengah,Kayu Tanaman,0
2023,Agustus,Kalimantan Timur,Kayu Tanaman,0
2023,Agustus,Kalimantan Utara,Kayu Tanaman,0
2023,Agustus,Kepulauan Bangka-Belitung,Kayu Tanaman,0
2023,Agustus,Lampung,Kayu Tanaman,0
2023,Agustus,Maluku,Kayu Tanaman,0
2023,Agustus,Maluku Utara,Kayu Tanaman,0
2023,Agustus,Nusa Tenggara Barat,Kayu Tanaman,0
2023,Agustus,Papua,Kayu Tanaman,0
2023,Agustus,Papua Barat,Kayu Tanaman,0
2023,Agustus,Riau,Kayu Tanaman,0
2023,Agustus,Sulawesi Barat,Kayu Tanaman,0
2023,Agustus,Sulawesi Selatan,Kayu Tanaman,0
2023,Agustus,Sulawesi Tengah,Kayu Tanaman,0
2023,Agustus,Sulawesi Tenggara,Kayu Tanaman,0
2023,Agustus,Sumatera Barat,Kayu Tanaman,0
2023,Agustus,Sumatera Selatan,Kayu Tanaman,0
2023,Agustus,Sumatera Utara,Kayu Tanaman,0
2023,September,Aceh,Kayu Tanaman,0
2023,September,Bali,Kayu Tanaman,0
2023,September,Banten,Kayu Tanaman,0
2023,September,Bengkulu,Kayu Tanaman,0
2023,September,Daerah Istimewa Yogyakarta,Kayu Tanaman,0
2023,September,Gorontalo,Kayu Tanaman,0
2023,September,Impor Bahan Baku,Kayu Tanaman,0
2023,September,Jambi,Kayu Tanaman,0
2023,September,Jawa Barat,Kayu Tanaman,0
2023,September,Jawa Tengah,Kayu Tanaman,0
2023,September,Jawa Timur,Kayu Tanaman,0
2023,September,Kalimantan Barat,Kayu Tanaman,0
2023,September,Kalimantan Selatan,Kayu Tanaman,0
2023,September,Kalimantan Tengah,Kayu Tanaman,0
2023,September,Kalimantan Timur,Kayu Tanaman,0
2023,September,Kalimantan Utara,Kayu Tanaman,0
2023,September,Kepulauan Bangka-Belitung,Kayu Tanaman,0
